image_name,L_FHC_x,L_FHC_y,R_FHC_x,R_FHC_y,L_CAR_x,L_CAR_y,R_CAR_x,R_CAR_y
33_hip0.jpg,0.3494140625,0.742578125,0.6578125,0.7095703125,0.333984375,0.6982421875,0.665234375,0.6630859375
5_hip0.jpg,0.3666015625,0.4525390625,0.6310546875,0.4408203125,0.359765625,0.415625,0.63046875,0.403515625
54_hip0.jpg,0.2794921875,0.3875,0.60703125,0.3890625,0.27265625,0.3578125,0.6125,0.3583984375
95_hip0.jpg,0.408984375,0.5009765625,0.65234375,0.52578125,0.4029296875,0.4708984375,0.66015625,0.4931640625
74_hip0.jpg,0.3611328125,0.4158203125,0.60859375,0.444921875,0.3548828125,0.38671875,0.623828125,0.417578125
26_hip0.jpg,0.3779296875,0.403125,0.6234375,0.426171875,0.3640625,0.3771484375,0.6271484375,0.396484375
4_hip0.jpg,0.3609375,0.637109375,0.6302734375,0.675,0.362109375,0.5880859375,0.6416015625,0.6296875
35_hip0.jpg,0.3701171875,0.446875,0.635546875,0.44375,0.3552734375,0.41875,0.6513671875,0.415625
84_hip0.jpg,0.369921875,0.425390625,0.653125,0.421875,0.3638671875,0.3953125,0.65859375,0.38984375
48_hip0.jpg,0.38515625,0.6390625,0.628125,0.6861328125,0.4041015625,0.61015625,0.6296875,0.6474609375
11_hip0.jpg,0.321875,0.5998046875,0.730078125,0.6232421875,0.3328125,0.5486328125,0.7314453125,0.5763671875
97_hip0.jpg,0.42109375,0.7080078125,0.6431640625,0.687890625,0.40859375,0.669140625,0.649609375,0.6482421875
50_hip0.jpg,0.3849609375,0.6361328125,0.629296875,0.684765625,0.40234375,0.6076171875,0.6298828125,0.648046875
56_hip0.jpg,0.3625,0.4357421875,0.6392578125,0.4392578125,0.35625,0.4095703125,0.64609375,0.4138671875
91_hip0.jpg,0.3599609375,0.5283203125,0.669140625,0.49765625,0.34140625,0.499609375,0.6755859375,0.4681640625
20_hip0.jpg,0.2724609375,0.4865234375,0.582421875,0.537109375,0.264453125,0.449609375,0.60546875,0.5033203125
9_hip0.jpg,0.3693359375,0.4177734375,0.606640625,0.4248046875,0.360546875,0.388671875,0.616796875,0.3978515625
17_hip0.jpg,0.364453125,0.4359375,0.694140625,0.4236328125,0.3505859375,0.404296875,0.7033203125,0.3921875
40_hip0.jpg,0.366015625,0.4099609375,0.655078125,0.4162109375,0.3509765625,0.3837890625,0.6703125,0.389453125
70_hip0.jpg,0.3423828125,0.418359375,0.6228515625,0.405078125,0.3310546875,0.3880859375,0.63046875,0.3736328125
18_hip0.jpg,0.352734375,0.4818359375,0.6791015625,0.5125,0.3421875,0.4447265625,0.7046875,0.4787109375
75_hip0.jpg,0.2962890625,0.5220703125,0.6103515625,0.5068359375,0.28359375,0.4892578125,0.61953125,0.4724609375
88_hip0.jpg,0.3716796875,0.69765625,0.65078125,0.692578125,0.3640625,0.6595703125,0.65546875,0.6505859375
8_hip0.jpg,0.367578125,0.4197265625,0.60625,0.4240234375,0.3607421875,0.3896484375,0.6173828125,0.3970703125
69_hip0.jpg,0.356640625,0.769140625,0.739453125,0.7521484375,0.328125,0.730859375,0.7578125,0.709375
87_hip0.jpg,0.3833984375,0.4443359375,0.6310546875,0.426953125,0.3755859375,0.415234375,0.631640625,0.397265625
81_hip0.jpg,0.39765625,0.4447265625,0.6291015625,0.4205078125,0.3759765625,0.41875,0.6380859375,0.393359375
68_hip0.jpg,0.351953125,0.2173828125,0.6814453125,0.1880859375,0.32109375,0.1837890625,0.69375,0.14921875
52_hip0.jpg,0.3517578125,0.3474609375,0.66953125,0.3275390625,0.3279296875,0.3068359375,0.665234375,0.2953125
63_hip0.jpg,0.3669921875,0.4603515625,0.6287109375,0.4408203125,0.348828125,0.4330078125,0.638671875,0.41484375
47_hip0.jpg,0.3646484375,0.43046875,0.631640625,0.4263671875,0.3494140625,0.4,0.640234375,0.3947265625
92_hip0.jpg,0.388671875,0.3904296875,0.6626953125,0.3845703125,0.3787109375,0.3580078125,0.67109375,0.351171875
3_hip0.jpg,0.3810546875,0.6958984375,0.6337890625,0.753125,0.38203125,0.6419921875,0.648828125,0.7056640625
